Category,Subcategory,countryISO3,region_code,population,hoursPerDayCombined,uncertaintyCombined,dataStatus,dataStatusEconomic
Maintenance of surroundings,Inhabited environment,REU,AF_E,888932.0,0.86,0.22875189653075095,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,REU,AF_E,888932.0,8.93,2.6149926440655356,interpolated,interpolated
Maintenance of surroundings,Waste management,REU,AF_E,888932.0,0.01,0.0006762889023721411,interpolated,interpolated
Somatic maintenance,Physical child care,REU,AF_E,888932.0,0.29,0.06530663057209452,interpolated,interpolated
Somatic maintenance,Health care,REU,AF_E,888932.0,0.36,0.9660871804958426,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,REU,AF_E,888932.0,1.08,1.0225105721092997,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,REU,AF_E,888932.0,1.1,0.28532871360716744,interpolated,interpolated
Deliberate neural restructuring,Religious practice,REU,AF_E,888932.0,0.15,0.15343942942615132,interpolated,interpolated
Organization,Human transportation,REU,AF_E,888932.0,0.99,1.0390538346028828,interpolated,interpolated
Organization,Material transportation,REU,AF_E,888932.0,0.3,0.07839503499584849,interpolated,interpolated
Organization,Allocation,REU,AF_E,888932.0,0.8,0.18738762687501925,interpolated,interpolated
Experience oriented,Social,REU,AF_E,888932.0,0.93,0.5942397339982698,interpolated,interpolated
Experience oriented,Active recreation,REU,AF_E,888932.0,0.39,0.1001867438502954,interpolated,interpolated
Experience oriented,Meals,REU,AF_E,888932.0,1.88,1.2620995678166318,interpolated,interpolated
Experience oriented,Passive,REU,AF_E,888932.0,2.25,1.8155716088633478,interpolated,interpolated
Experience oriented,Interactive,REU,AF_E,888932.0,1.1,0.3508945565959956,interpolated,interpolated
Food provision,Food preparation,ROU,EU_E,20471860.0,1.14,0.0016546756479412425,observed,observed
Food provision,Food growth & collection,ROU,EU_E,20471860.0,0.83,0.0010012714926489778,observed,observed
Food provision,Food processing,ROU,EU_E,20471860.0,0.07,1.368276321435625e-05,observed,observed
Nonfood provision,Materials,ROU,EU_E,20471860.0,0.06,0.0002675591467847561,observed,observed
Nonfood provision,Energy,ROU,EU_E,20471860.0,0.06,7.0941508923281735e-06,observed,observed
Technosphere modification,Infrastructure,ROU,EU_E,20471860.0,0.03,1.8039487408083503e-05,observed,observed
Technosphere modification,Buildings,ROU,EU_E,20471860.0,0.22,0.0002687787311892818,observed,observed
Technosphere modification,Artifacts,ROU,EU_E,20471860.0,0.46,0.0004583604680549743,observed,observed
Maintenance of surroundings,Inhabited environment,ROU,EU_E,20471860.0,1.22,0.0008372065759187216,observed,observed
Somatic maintenance,Sleep & bedrest,ROU,EU_E,20471860.0,9.14,0.1509176131587825,observed,observed
Maintenance of surroundings,Waste management,ROU,EU_E,20471860.0,0.01,1.0014985136958042e-07,observed,observed
Somatic maintenance,Physical child care,ROU,EU_E,20471860.0,0.18,0.00010916004331753717,observed,observed
Somatic maintenance,Health care,ROU,EU_E,20471860.0,0.13,5.912823419227589e-05,observed,observed
Somatic maintenance,Hygiene & grooming,ROU,EU_E,20471860.0,1.17,0.002613890589559262,observed,observed
Deliberate neural restructuring,Schooling & research,ROU,EU_E,20471860.0,0.69,0.0006112865605822927,observed,observed
Deliberate neural restructuring,Religious practice,ROU,EU_E,20471860.0,0.15,0.00011998136392277111,observed,observed
Organization,Human transportation,ROU,EU_E,20471860.0,0.65,0.001523194646495826,observed,observed
Organization,Material transportation,ROU,EU_E,20471860.0,0.33,0.0013919647169117842,observed,observed
Organization,Allocation,ROU,EU_E,20471860.0,0.84,0.0006311714174801937,observed,observed
Experience oriented,Social,ROU,EU_E,20471860.0,0.59,0.0008821373561950953,observed,observed
Experience oriented,Active recreation,ROU,EU_E,20471860.0,0.38,0.00021521616434769478,observed,observed
Experience oriented,Meals,ROU,EU_E,20471860.0,1.8,0.0061902576506607,observed,observed
Experience oriented,Passive,ROU,EU_E,20471860.0,3.14,0.01081181981216472,observed,observed
Experience oriented,Interactive,ROU,EU_E,20471860.0,0.72,0.0008608102429160417,observed,observed
Food provision,Food preparation,RUS,EU_E,145734034.0,0.93,0.18749859817658845,observed,observed
Food provision,Food growth & collection,RUS,EU_E,145734034.0,0.35,0.021911123593336114,observed,observed
Food provision,Food processing,RUS,EU_E,145734034.0,0.07,0.01838360920579031,observed,observed
Nonfood provision,Materials,RUS,EU_E,145734034.0,0.15,0.018429627336253588,observed,observed
Nonfood provision,Energy,RUS,EU_E,145734034.0,0.21,0.02207143059748867,observed,observed
Technosphere modification,Infrastructure,RUS,EU_E,145734034.0,0.16,0.0004391026585062847,observed,observed
Technosphere modification,Buildings,RUS,EU_E,145734034.0,0.28,0.1870285989008068,observed,observed
Technosphere modification,Artifacts,RUS,EU_E,145734034.0,0.81,0.027584300315540784,observed,observed
Maintenance of surroundings,Inhabited environment,RUS,EU_E,145734034.0,0.96,0.1874893248945053,observed,observed
Somatic maintenance,Sleep & bedrest,RUS,EU_E,145734034.0,8.91,1.995871548312344,observed,observed
Maintenance of surroundings,Waste management,RUS,EU_E,145734034.0,0.02,4.499960332271459e-05,observed,observed
Somatic maintenance,Physical child care,RUS,EU_E,145734034.0,0.49,0.008199989112599589,observed,observed
Somatic maintenance,Health care,RUS,EU_E,145734034.0,0.17,0.000718903354583657,observed,observed
Somatic maintenance,Hygiene & grooming,RUS,EU_E,145734034.0,1.16,0.3643821116594715,observed,observed
Deliberate neural restructuring,Schooling & research,RUS,EU_E,145734034.0,0.79,0.005416075038699403,observed,observed
Deliberate neural restructuring,Religious practice,RUS,EU_E,145734034.0,0.23,0.031371742558041905,observed,observed
Organization,Human transportation,RUS,EU_E,145734034.0,0.74,0.7595370849770146,observed,observed
Organization,Material transportation,RUS,EU_E,145734034.0,0.24,0.18735459737699955,observed,observed
Organization,Allocation,RUS,EU_E,145734034.0,1.14,0.19954719341769708,observed,observed
Experience oriented,Social,RUS,EU_E,145734034.0,0.85,0.03150957467785955,observed,observed
Experience oriented,Active recreation,RUS,EU_E,145734034.0,0.5,0.39277812402340967,observed,observed
Experience oriented,Meals,RUS,EU_E,145734034.0,1.45,0.3643634923818527,observed,observed
Experience oriented,Passive,RUS,EU_E,145734034.0,1.97,0.7580983850088909,observed,observed
Experience oriented,Interactive,RUS,EU_E,145734034.0,1.42,0.3998462930576263,observed,observed
Food provision,Food preparation,RWA,AF_E,12301969.0,0.77,0.22927299120220343,interpolated,observed
Food provision,Food growth & collection,RWA,AF_E,12301969.0,0.81,0.1253335896455258,interpolated,observed
Food provision,Food processing,RWA,AF_E,12301969.0,0.14,0.009614092556918764,interpolated,observed
Nonfood provision,Materials,RWA,AF_E,12301969.0,0.09,0.002084932481378277,interpolated,observed
Nonfood provision,Energy,RWA,AF_E,12301969.0,0.01,0.0021990707387865146,interpolated,observed
Technosphere modification,Infrastructure,RWA,AF_E,12301969.0,0.04,0.0003663250949587106,interpolated,observed
Technosphere modification,Buildings,RWA,AF_E,12301969.0,0.24,0.016575445869902502,interpolated,observed
Technosphere modification,Artifacts,RWA,AF_E,12301969.0,0.18,0.017468714265806755,interpolated,observed
Maintenance of surroundings,Inhabited environment,RWA,AF_E,12301969.0,0.99,0.2323189604821725,interpolated,observed
Somatic maintenance,Sleep & bedrest,RWA,AF_E,12301969.0,8.93,2.6149926440655356,interpolated,observed
Maintenance of surroundings,Waste management,RWA,AF_E,12301969.0,0.01,0.0006731591371138149,interpolated,observed
Somatic maintenance,Physical child care,RWA,AF_E,12301969.0,0.31,0.06542637802612947,interpolated,observed
Somatic maintenance,Health care,RWA,AF_E,12301969.0,0.38,0.9659095572749421,interpolated,observed
Somatic maintenance,Hygiene & grooming,RWA,AF_E,12301969.0,1.07,1.0224953578212241,interpolated,observed
Deliberate neural restructuring,Schooling & research,RWA,AF_E,12301969.0,1.1,0.285205511687129,interpolated,observed
Deliberate neural restructuring,Religious practice,RWA,AF_E,12301969.0,0.15,0.15343994093517144,interpolated,observed
Organization,Human transportation,RWA,AF_E,12301969.0,0.99,1.0389809095352247,interpolated,observed
Organization,Material transportation,RWA,AF_E,12301969.0,0.32,0.07814769463091203,interpolated,observed
Organization,Allocation,RWA,AF_E,12301969.0,0.89,0.1859847434421736,interpolated,observed
Experience oriented,Social,RWA,AF_E,12301969.0,0.93,0.5942373960126691,interpolated,observed
Experience oriented,Active recreation,RWA,AF_E,12301969.0,0.39,0.10018196589356618,interpolated,observed
Experience oriented,Meals,RWA,AF_E,12301969.0,1.88,1.2620995678166318,interpolated,observed
Experience oriented,Passive,RWA,AF_E,12301969.0,2.25,1.8155657812152557,interpolated,observed
Experience oriented,Interactive,RWA,AF_E,12301969.0,1.11,0.3508578355341901,interpolated,observed
Food provision,Food preparation,SAU,AS_W,34268529.0,0.88,0.19069050959337094,interpolated,interpolated
Food provision,Food growth & collection,SAU,AS_W,34268529.0,0.36,0.09358224729548373,interpolated,interpolated
Food provision,Food processing,SAU,AS_W,34268529.0,0.04,0.00705444289885008,interpolated,interpolated
Nonfood provision,Materials,SAU,AS_W,34268529.0,0.04,0.00519525260306105,interpolated,interpolated
Nonfood provision,Energy,SAU,AS_W,34268529.0,0.03,0.003383848008861201,interpolated,interpolated
Technosphere modification,Infrastructure,SAU,AS_W,34268529.0,0.04,0.03480789257722431,interpolated,interpolated
Technosphere modification,Buildings,SAU,AS_W,34268529.0,0.21,0.2060596139451479,interpolated,interpolated
Technosphere modification,Artifacts,SAU,AS_W,34268529.0,0.31,0.03324835047545143,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,SAU,AS_W,34268529.0,0.86,0.19125378145423716,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,SAU,AS_W,34268529.0,9.45,1.334729314175462,interpolated,interpolated
Maintenance of surroundings,Waste management,SAU,AS_W,34268529.0,0.01,6.0267119257686826e-05,interpolated,interpolated
Somatic maintenance,Physical child care,SAU,AS_W,34268529.0,0.25,0.06385532888711636,interpolated,interpolated
Somatic maintenance,Health care,SAU,AS_W,34268529.0,0.13,0.04892242375630518,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,SAU,AS_W,34268529.0,0.85,0.10397778934261744,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,SAU,AS_W,34268529.0,0.93,0.2872182579006988,interpolated,interpolated
Deliberate neural restructuring,Religious practice,SAU,AS_W,34268529.0,0.47,0.15518190991036002,interpolated,interpolated
Organization,Human transportation,SAU,AS_W,34268529.0,0.77,0.12261703842431514,interpolated,interpolated
Organization,Material transportation,SAU,AS_W,34268529.0,0.21,0.038063046144627924,interpolated,interpolated
Organization,Allocation,SAU,AS_W,34268529.0,0.79,0.13350862880512102,interpolated,interpolated
Experience oriented,Social,SAU,AS_W,34268529.0,1.09,0.59014856218269,interpolated,interpolated
Experience oriented,Active recreation,SAU,AS_W,34268529.0,0.49,0.09973345989848713,interpolated,interpolated
Experience oriented,Meals,SAU,AS_W,34268529.0,1.79,0.3542060233710226,interpolated,interpolated
Experience oriented,Passive,SAU,AS_W,34268529.0,3.09,0.9392992610523984,interpolated,interpolated
Experience oriented,Interactive,SAU,AS_W,34268529.0,0.9,0.34992443825333464,interpolated,interpolated
Food provision,Food preparation,SEN,AF_W,16296362.0,0.65,0.18837517717078892,interpolated,observed
Food provision,Food growth & collection,SEN,AF_W,16296362.0,0.45,0.04493571446751736,interpolated,observed
Food provision,Food processing,SEN,AF_W,16296362.0,0.1,0.007005658975267849,interpolated,observed
Nonfood provision,Materials,SEN,AF_W,16296362.0,0.05,0.001003773757977775,interpolated,observed
Nonfood provision,Energy,SEN,AF_W,16296362.0,0.03,0.002245646452957571,interpolated,observed
Technosphere modification,Infrastructure,SEN,AF_W,16296362.0,0.02,8.418797133951407e-05,interpolated,observed
Technosphere modification,Buildings,SEN,AF_W,16296362.0,0.17,0.01440233358927862,interpolated,observed
Technosphere modification,Artifacts,SEN,AF_W,16296362.0,0.34,0.023756243266313606,interpolated,observed
Maintenance of surroundings,Inhabited environment,SEN,AF_W,16296362.0,0.76,0.18710856598766604,interpolated,observed
Somatic maintenance,Sleep & bedrest,SEN,AF_W,16296362.0,8.83,1.4426316795511047,interpolated,observed
Maintenance of surroundings,Waste management,SEN,AF_W,16296362.0,0.01,3.6741995970170004e-05,interpolated,observed
Somatic maintenance,Physical child care,SEN,AF_W,16296362.0,0.31,0.06301181489745833,interpolated,observed
Somatic maintenance,Health care,SEN,AF_W,16296362.0,0.25,0.04344172192606315,interpolated,observed
Somatic maintenance,Hygiene & grooming,SEN,AF_W,16296362.0,1.11,0.11002967132170847,interpolated,observed
Deliberate neural restructuring,Schooling & research,SEN,AF_W,16296362.0,1.33,0.2874794259392807,interpolated,observed
Deliberate neural restructuring,Religious practice,SEN,AF_W,16296362.0,0.24,0.15324042707740687,interpolated,observed
Organization,Human transportation,SEN,AF_W,16296362.0,0.96,0.126704682760102,interpolated,observed
Organization,Material transportation,SEN,AF_W,16296362.0,0.3,0.04489483844528743,interpolated,observed
Organization,Allocation,SEN,AF_W,16296362.0,1.04,0.17440107296476548,interpolated,observed
Experience oriented,Social,SEN,AF_W,16296362.0,1.55,0.5934439224348457,interpolated,observed
Experience oriented,Active recreation,SEN,AF_W,16296362.0,0.42,0.09908955712429589,interpolated,observed
Experience oriented,Meals,SEN,AF_W,16296362.0,1.59,0.3498598373451376,interpolated,observed
Experience oriented,Passive,SEN,AF_W,16296362.0,2.3,0.9166779272789793,interpolated,observed
Experience oriented,Interactive,SEN,AF_W,16296362.0,1.18,0.3500487947099737,interpolated,observed
Food provision,Food preparation,SGP,AS_SE,5804343.0,0.59,0.2763227808988583,interpolated,interpolated
Food provision,Food growth & collection,SGP,AS_SE,5804343.0,0.85,0.24471212742422613,interpolated,interpolated
Food provision,Food processing,SGP,AS_SE,5804343.0,0.1,0.008122836864887267,interpolated,interpolated
Nonfood provision,Materials,SGP,AS_SE,5804343.0,0.07,0.0016409286716981887,interpolated,interpolated
Nonfood provision,Energy,SGP,AS_SE,5804343.0,0.02,0.0043969682777667074,interpolated,interpolated
Technosphere modification,Infrastructure,SGP,AS_SE,5804343.0,0.03,0.00046879629773432613,interpolated,interpolated
Technosphere modification,Buildings,SGP,AS_SE,5804343.0,0.4,0.10083719211889676,interpolated,interpolated
Technosphere modification,Artifacts,SGP,AS_SE,5804343.0,0.49,0.07070417002755505,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,SGP,AS_SE,5804343.0,0.55,0.2654099617204562,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,SGP,AS_SE,5804343.0,8.5,6.99802455882193,interpolated,interpolated
Maintenance of surroundings,Waste management,SGP,AS_SE,5804343.0,0.01,9.873410776395735e-05,interpolated,interpolated
Somatic maintenance,Physical child care,SGP,AS_SE,5804343.0,0.26,0.06687510512602145,interpolated,interpolated
Somatic maintenance,Health care,SGP,AS_SE,5804343.0,0.39,5.06555250138058,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,SGP,AS_SE,5804343.0,1.27,5.11927240356728,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,SGP,AS_SE,5804343.0,1.02,0.3150072739558116,interpolated,interpolated
Deliberate neural restructuring,Religious practice,SGP,AS_SE,5804343.0,0.05,0.15280437271964803,interpolated,interpolated
Organization,Human transportation,SGP,AS_SE,5804343.0,1.1,5.395264563294284,interpolated,interpolated
Organization,Material transportation,SGP,AS_SE,5804343.0,0.39,0.15723368447477953,interpolated,interpolated
Organization,Allocation,SGP,AS_SE,5804343.0,1.08,0.2737633915792533,interpolated,interpolated
Experience oriented,Social,SGP,AS_SE,5804343.0,0.68,0.6078147129522378,interpolated,interpolated
Experience oriented,Active recreation,SGP,AS_SE,5804343.0,0.26,0.09916244477380655,interpolated,interpolated
